id,type,order,group_title,group_description,group_layout,group_id,field_label,field_type,field_price,field_options,first_field_empty,field_minchecks,field_maxchecks,child_products,products_layout,products_quantities,allow_none,number_columns,hide_labels,allow_multiple,select_placeholder,min_products,max_products,child_discount,discount_type,field_required,field_flatrate,field_percentage,field_minchars,field_maxchars,per_character,field_freechars,field_alphanumeric,field_alphanumeric_charge,field_minval,field_maxval,multiply,min_date_today,field_mindate,field_maxdate,field_color,field_width,field_show,field_palettes,field_default,field_default_hidden,field_image,field_description,condition_action,condition_match,condition_field,condition_rule,condition_value,variation_field,formula,formula_action,formula_round,decimal_places,field_rows,multiple_uploads,max_files,multiply_price,hidden_calculation,price_visibility,option_price_visibility,conditions
0,group,0,"TOP COMPASS",,table,"a:1:{s:3:""sku"";s:9:""AR1249-16"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_0_0,field,0,,,,0,"Tipo di stampa",select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:5:""laser"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_0_1,field,1,,,,0,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,5,,,,,,,,,5,5,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_0_2,field,2,,,,0,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,25,,,,,,,,,25,25,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_0_3,field,3,,,,0,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_0_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:5:""laser"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
1,group,0,"BELOW BUTTONS",,table,"a:1:{s:3:""sku"";s:9:""AR1253-16"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_1_0,field,0,,,,1,"Tipo di stampa",select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:11:""tampografia"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_1_1,field,1,,,,1,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,9,,,,,,,,,9,9,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_1_2,field,2,,,,1,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,65,,,,,,,,,65,65,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_1_3,field,3,,,,1,Colori,select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_1_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:11:""tampografia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
2,group,0,"FRONT POCKET",,table,"a:1:{s:3:""sku"";s:9:""AR1470-01"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_2_0,field,0,,,,2,"Tipo di stampa",select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:10:""serigrafia"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_2_1,field,1,,,,2,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,120,,,,,,,,,120,120,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_2_2,field,2,,,,2,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,140,,,,,,,,,140,140,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_2_3,field,3,,,,2,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_2_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:10:""serigrafia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
3,group,0,"FRONT SIVLER PART",,table,"a:1:{s:3:""sku"";s:9:""AR1589-03"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_3_0,field,0,,,,3,"Tipo di stampa",select,,"a:3:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:14:""stampa a bolla"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:5:""laser"";s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:11:""tampografia"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_3_1,field,1,,,,3,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,15,,,,,,,,,15,15,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_3_2,field,2,,,,3,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,15,,,,,,,,,15,15,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_3_3,field,3,,,,3,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_3_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:14:""stampa a bolla"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_3_4,field,4,,,,3,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_3_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:5:""laser"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_3_5,field,5,,,,3,Colori,select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_3_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:11:""tampografia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
4,group,0,FRONT,,table,"a:1:{s:3:""sku"";s:9:""AR1800-03"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_4_0,field,0,,,,4,"Tipo di stampa",select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:16:""stampa a rilievo"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:10:""serigrafia"";s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:8:""transfer"";s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:19:""Transfer digitale 1"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_1,field,1,,,,4,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,120,,,,,,,,,120,120,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_2,field,2,,,,4,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,70,,,,,,,,,70,70,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_3,field,3,,,,4,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_4_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:16:""stampa a rilievo"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_4,field,4,,,,4,Colori,select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_4_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:10:""serigrafia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_5,field,5,,,,4,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_4_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:8:""transfer"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_4_6,field,6,,,,4,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_4_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:19:""Transfer digitale 1"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
5,group,0,FRONT,,table,"a:1:{s:3:""sku"";s:9:""AR1804-03"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_5_0,field,0,,,,5,"Tipo di stampa",select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:16:""stampa a rilievo"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:10:""serigrafia"";s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:8:""transfer"";s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:19:""Transfer digitale 1"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_1,field,1,,,,5,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,190,,,,,,,,,190,190,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_2,field,2,,,,5,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,120,,,,,,,,,120,120,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_3,field,3,,,,5,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_5_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:16:""stampa a rilievo"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_4,field,4,,,,5,Colori,select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_5_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:10:""serigrafia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_5,field,5,,,,5,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_5_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:8:""transfer"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_5_6,field,6,,,,5,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_5_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:19:""Transfer digitale 1"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
6,group,0,"BASE FRONT",,table,"a:1:{s:3:""sku"";s:9:""AR1810-16"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_6_0,field,0,,,,6,"Tipo di stampa",select,,"a:2:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:5:""laser"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:11:""tampografia"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_6_1,field,1,,,,6,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,28,,,,,,,,,28,28,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_6_2,field,2,,,,6,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,28,,,,,,,,,28,28,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_6_3,field,3,,,,6,Colori,select,,"a:1:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_6_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:5:""laser"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_6_4,field,4,,,,6,Colori,select,,"a:4:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_6_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:11:""tampografia"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
7,group,0,"FRONT RED PART",,table,"a:1:{s:3:""sku"";s:9:""CX1013-05"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_7_0,field,0,,,,7,"Tipo di stampa",select,,"a:3:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:6:""ricamo"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:8:""transfer"";s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:19:""Transfer digitale 1"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_7_1,field,1,,,,7,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,100,,,,,,,,,100,100,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_7_2,field,2,,,,7,"Larghezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,100,,,,,,,,,100,100,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_7_3,field,3,,,,7,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_7_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:6:""ricamo"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_7_4,field,4,,,,7,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_7_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:8:""transfer"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_7_5,field,5,,,,7,Colori,select,,"a:8:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:1;s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:2;s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:3;s:5:""price"";s:0:"""";}i:3;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:4;s:5:""price"";s:0:"""";}i:4;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:5;s:5:""price"";s:0:"""";}i:5;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:6;s:5:""price"";s:0:"""";}i:6;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:7;s:5:""price"";s:0:"""";}i:7;a:3:{s:5:""image"";s:0:"""";s:5:""value"";i:8;s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,show,all,"a:1:{i:0;s:14:""pewc_group_7_0"";}","a:1:{i:0;s:2:""is"";}","a:1:{i:0;s:19:""Transfer digitale 1"";}",,,no-action,no-rounding,,,,1,,,visible,visible,
8,group,0,"FRONT RED PART",,table,"a:1:{s:3:""sku"";s:9:""CX1015-05"";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,,,,,,,,,,,
pewc_group_8_0,field,0,,,,8,"Tipo di stampa",select,,"a:3:{i:0;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:6:""ricamo"";s:5:""price"";s:0:"""";}i:1;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:8:""transfer"";s:5:""price"";s:0:"""";}i:2;a:3:{s:5:""image"";s:0:"""";s:5:""value"";s:19:""Transfer digitale 1"";s:5:""price"";s:0:"""";}}",,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,,,,,,,,,,,,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
pewc_group_8_1,field,1,,,,8,"Altezza stampa",number,,,,,,,checkboxes,independent,,3,,,,,,,fixed,,,,,,,,,,,60,,,,,,,,,60,60,,,hide,all,,,,,,no-action,no-rounding,,,,1,,,visible,visible,
